"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2009","2009",0.93874,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2010","2010",1.40733,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2012","2012",1.06958,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2013","2013",1.19884,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2014","2014",1.13438,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2015","2015",1.03401,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BDI","Burundi","2000","2000",0.71228,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BDI","Burundi","2001","2001",0.80631,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BDI","Burundi","2002","2002",0.74918,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BDI","Burundi","2004","2004",0.68469,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BDI","Burundi","2005","2005",0.55593,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BDI","Burundi","2008","2008",1.10153,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BDI","Burundi","2009","2009",1.1594,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BDI","Burundi","2010","2010",1.225,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BDI","Burundi","2011","2011",1.0472,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BDI","Burundi","2012","2012",1.19789,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BDI","Burundi","2013","2013",1.31219,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SWZ","Eswatini","2000","2000",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SWZ","Eswatini","2001","2001",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SWZ","Eswatini","2002","2002",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SWZ","Eswatini","2003","2003",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SWZ","Eswatini","2004","2004",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SWZ","Eswatini","2005","2005",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SWZ","Eswatini","2006","2006",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SWZ","Eswatini","2008","2008",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SWZ","Eswatini","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SWZ","Eswatini","2010","2010",0.00953,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SWZ","Eswatini","2011","2011",0.01099,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SWZ","Eswatini","2014","2014",0.0816,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CPV","Cabo Verde","2002","2002",2.35083,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CPV","Cabo Verde","2006","2006",2.52216,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CPV","Cabo Verde","2007","2007",2.10861,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CPV","Cabo Verde","2008","2008",2.01812,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CPV","Cabo Verde","2009","2009",1.74972,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CPV","Cabo Verde","2011","2011",1.87495,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CPV","Cabo Verde","2013","2013",2.01461,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CPV","Cabo Verde","2014","2014",1.88654,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CPV","Cabo Verde","2015","2015",2.08519,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CPV","Cabo Verde","2016","2016",2.19203,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ZWE","Zimbabwe","2010","2010",0.94561,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ZWE","Zimbabwe","2012","2012",3.42334,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ZWE","Zimbabwe","2013","2013",3.45057,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ZWE","Zimbabwe","2014","2014",3.59729,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEN","Benin","2000","2000",0.034,"‡","UIS Estimation"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEN","Benin","2001","2001",0.03889,"‡","UIS Estimation"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEN","Benin","2006","2006",0.05224,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEN","Benin","2007","2007",0.05384,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEN","Benin","2008","2008",0.04838,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEN","Benin","2009","2009",0.05792,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEN","Benin","2010","2010",0.12832,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEN","Benin","2012","2012",0.10453,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEN","Benin","2013","2013",0.1124,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEN","Benin","2014","2014",0.18326,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BEN","Benin","2015","2015",0.18763,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MOZ","Mozambique","2006","2006",1.25109,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MOZ","Mozambique","2012","2012",1.78813,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MOZ","Mozambique","2013","2013",1.98316,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DZA","Algeria","2000","2000",1.67495,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DZA","Algeria","2002","2002",1.87599,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DZA","Algeria","2003","2003",1.91257,"‡","UIS Estimation"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BWA","Botswana","2005","2005",2.97579,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BWA","Botswana","2007","2007",2.43367,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BWA","Botswana","2009","2009",3.99857,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CMR","Cameroon","2005","2005",1.01237,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CMR","Cameroon","2006","2006",1.05946,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CMR","Cameroon","2007","2007",1.13751,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CMR","Cameroon","2008","2008",0.85006,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CMR","Cameroon","2009","2009",1.06333,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CMR","Cameroon","2010","2010",1.02269,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CMR","Cameroon","2011","2011",0.90475,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CMR","Cameroon","2012","2012",0.97618,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CMR","Cameroon","2013","2013",0.93778,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","AGO","Angola","2005","2005",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","AGO","Angola","2006","2006",0.38707,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NER","Niger","2006","2006",0.71847,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NER","Niger","2007","2007",0.78161,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NER","Niger","2008","2008",0.77825,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NER","Niger","2009","2009",0.94713,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NER","Niger","2010","2010",0.79446,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NER","Niger","2011","2011",1.02141,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NER","Niger","2012","2012",1.03127,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NER","Niger","2013","2013",1.23406,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NER","Niger","2014","2014",1.95911,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NER","Niger","2015","2015",1.92676,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2001","2001",0.30749,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2002","2002",0.39844,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2003","2003",0.35458,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2004","2004",0.16006,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2005","2005",0.16256,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2006","2006",0.16654,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2007","2007",0.19636,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2008","2008",0.3186,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2009","2009",0.26833,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2010","2010",0.4107,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2011","2011",0.29952,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2012","2012",0.30188,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2013","2013",0.29851,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GMB","Gambia","2014","2014",0.47957,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2007","2007",0.47882,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2008","2008",0.50265,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2009","2009",0.54891,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2010","2010",0.50838,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2011","2011",0.47853,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2012","2012",0.66689,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2013","2013",0.61697,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2014","2014",0.81833,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2016","2016",1.59577,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TUN","Tunisia","2000","2000",2.79279,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TUN","Tunisia","2001","2001",2.77857,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TUN","Tunisia","2002","2002",2.56828,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","TUN","Tunisia","2003","2003",2.76801,"‡","UIS Estimation"
