Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Faeroe Islands,FRO,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Falkland Islands,FLK,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Islands,FLK,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,41.79487678,43.49393325,45.22143886,46.97715409,48.75708325,50.55775899,47.38935489,54.43510439,56.5302426,58.61474342,60.68615295,62.75231035,69.43,69,69.00598984,71.14183429,73.31900434,83.12099117,76.06,80.18723162,82.59332312,85.05243679,87.56139665,85.97,92.71287152,95.3480766,98.01835318
Fiji,FJI,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,60.46178818,61.99187469,63.52145386,65.04797363,66.56837463,68.07959747,66.9,71.06227875,72.52761841,73.97154236,75.39250946,76.79507446,79.63,80,80.95292664,82.34248352,83.74394226,88.9,86.16,88.06829071,89.54928589,91.04530334,92.5533371,91.75,95.59343719,97.11949158,98.6460495
Fiji,FJI,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,86.65545654,87.14068604,87.62574768,88.10977936,88.5917511,89.07063293,89.54538727,90.01498413,90.47840881,90.93460846,91.38320923,91.82637787,92.05,92,93.15148163,93.60109711,94.05936432,94.52909851,96.47,95.50810242,96.01456451,96.529953,97.05249023,97.26,98.11183929,98.64508057,99.17862701
Finland,FIN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Finland,FIN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Finland,FIN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
France,FRA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
France,FRA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
France,FRA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
French Guyana,GUF,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Guyana,GUF,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Guyana,GUF,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
French Polynesia,PYF,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
French Polynesia,PYF,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Gabon,GAB,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,12.16468494,11.67141076,11.18684791,10.72289765,10.27131338,9.944564629,9.757654148,9.712051992,9.809211547,10.04964984,29.7,10.99145363,11.74002424,12.71365675,13.94425111,34.6,17.27833309,19.45253222,22.00173208,24.92840018,28.2206442,31.88150675,44.9,37.4,44.86042348,49.78388998,54.96495052
Gabon,GAB,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,64.61288452,65.70444489,66.79550171,67.88349915,68.96537018,70.03807068,71.09853363,72.14369965,73.17051697,74.17591858,73.6,76.12239838,77.07408905,78.0194931,78.96468353,81.6,80.87863922,81.85954285,82.86296082,83.88741302,84.92988586,85.98738098,89.3,86.4,89.21994019,90.30747223,91.39550018
Gabon,GAB,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,88.01935577,88.35540009,88.69127655,89.02612305,89.35890961,89.68860626,90.01417542,90.33459473,90.6488266,90.95584106,90.2,91.54924011,91.84061432,92.13219452,92.42678833,93.2,93.03630066,93.35684967,93.69091797,94.03748322,94.39476013,94.76097107,98.1,94.3,95.89529419,96.27935791,96.66371918
"Gambia, The",GMB,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,1.984691306,2.663769459,3.316927246,,4.729752378,5.454703611,6.143292169,6.792636332,7.393272177,7.940331816,18.19,8.862477516,9.2498405,9.596956081,9.932352844,8.086596625,10.61288343,10.98093361,11.37912063,11.81083367,12.27165377,12.76021627,13.27401467,12.9,14.36701261,14.94064073,15.52924517
"Gambia, The",GMB,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,16.23235321,17.50630569,18.77974892,17.7,21.31439972,22.56948662,23.81233978,25.03989601,26.24909782,27.43688583,34.3,29.74814606,30.88222504,32.01002121,33.13759613,30.4562675,35.41633606,36.57962418,37.76543808,38.97227478,40.19713593,41.43701935,42.68891525,44.5,45.21674347,46.48666382,47.75708771
"Gambia, The",GMB,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,39.17325211,40.32564163,41.47786331,42.62905121,43.77817917,44.92421341,46.06612778,47.20288849,48.33346558,49.45682526,51.16,51.68291092,52.79062653,53.89854431,55.00948334,54.43686007,57.25168228,58.38857651,59.53898621,60.70189285,61.87551498,63.05806351,64.24775696,66.4,66.64141846,67.84182739,69.04252625
Georgia,GEO,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,96.15177235,96.46672815,96.7787631,97.08309838,97.35930046,97.627094,97.87135508,98.08698951,98.26942038,98.41576303,98.52645627,98.60628075,99.7,98.70286398,98.73992793,97.55040827,98.84072631,98.92156919,99.03000745,99.16634846,99.32830525,99.51015148,100,99.84928258,100,99.98825604,100
Georgia,GEO,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,97.33401489,97.51725006,97.69996643,97.87963104,98.04629517,98.20836639,98.35820007,98.49276733,98.60926056,98.70584106,98.78269196,98.84263611,99.9,98.93213654,98.97354126,97.93505412,99.0796051,99.15492249,99.2495575,99.36373138,99.49563599,99.64033508,100,99.89849854,100,99.99349976,100
Georgia,GEO,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,98.29981995,98.3837738,98.46721649,98.54946899,98.62963104,98.70670319,98.77964783,98.84744263,98.90917969,98.96433258,99.01324463,99.05735779,100,99.14080811,99.18566132,98.31918788,99.29551697,99.36541748,99.44720459,99.54072571,99.64480591,99.75570679,100,99.94160461,100,99.99803162,100
Germany,DEU,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Germany,DEU,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Germany,DEU,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Ghana,GHA,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,6,3.807835091,6.049309223,8.30695682,10.58216862,20.9,15.16227775,17.49208196,19.91892866,22.36836114,24.1,27.37422085,29.95476643,33.84662766,35.32248776,38.2,41.03229967,44.01878361,40.9546,50.25763386,48.6,63,60.28639459,66.6
Ghana,GHA,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,23.53626251,25.68720436,27.83763504,30.6,32.12625885,34.25833893,36.37817764,38.48272324,42.6,42.63368607,44.67551041,46.69892502,48.70999146,48.3,52.71933746,54.72974396,55.09345008,58.7923317,60.5,62.93895721,65.04080963,64.06256,69.28656006,70.7,78.3,75.71527863,79.3
Ghana,GHA,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,73.17678833,73.808815,74.4406662,74.6,75.70024872,76.3259201,76.94746399,77.56385803,82.4,78.77706146,79.37245178,79.9624176,80.54976654,76.9,81.72789001,82.32429504,80.72065379,83.54588318,84.8,84.81846619,85.47171783,84.95149417,86.80323029,88.5,90.8,88.8361969,89.8
Gibraltar,GIB,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Gibraltar,GIB,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Greece,GRC,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Greece,GRC,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Greece,GRC,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Greenland,GRL,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Greenland,GRL,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Greenland,GRL,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Grenada,GRD,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,81.56082916,82.03704834,82.51274872,82.98539734,83.45192719,83.90927887,84.35438538,84.78421021,85.04,85.58572388,85.95281982,86.30150604,86.6378479,86.96790314,87.29773712,87.63341522,87.98100281,88.34655762,90,89.14373016,89.57085419,88.8,90.46715546,90.93032837,91.39950562,91.87168884,92.34436798
Grenada,GRD,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,81.56082916,82.03704834,82.51274872,82.98539734,83.45192719,83.90927887,84.35438538,84.78421021,85.04,85.58572388,85.95281982,86.30150604,86.6378479,86.96790314,87.29773712,87.63341522,87.98100281,88.34655762,90,89.14373016,89.57085419,88.8,90.46715546,90.93032837,91.39950562,91.87168884,92.34436798
Grenada,GRD,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,81.56082916,82.03704834,82.51274872,82.98539734,83.45192719,83.90927887,84.35438538,84.78421021,85.04,85.58572388,85.95281982,86.30150604,86.6378479,86.96790314,87.29773712,87.63341522,87.98100281,88.34655762,90,89.14373016,89.57085419,88.8,90.46715546,90.93032837,91.39950562,91.87168884,92.34436798
Guadeloupe,GLP,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,GLP,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,GLP,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Guam,GUM,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Guam,GUM,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Guatemala,GTM,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,38.74095558,40.40753987,42.09041913,43.78968553,45.4986442,40.1,48.93179832,50.64717347,52.35476039,54,56.376971,57.40903601,67.08428,66.139352,62.47568947,64.20623388,71.347002,67.78721776,69.65657954,71.58046081,73.55668047,72.113698,77.6556896,79.77326605,74.816634,84.12952703,86.36377552
Guatemala,GTM,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,60.18920135,61.46566772,62.74162292,64.01451874,65.28129578,60.8,67.78425598,69.01432037,70.22603607,70.9,73.318205,73.73262024,78.667838,78.512204,77.12960052,78.26552582,83.730998,80.5791626,81.76748657,82.97683716,84.20420837,84.026414,86.70101166,87.96443176,85.494371,90.50629425,91.77922821
Guatemala,GTM,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,90.90489197,91.13412476,91.3631897,91.59122467,91.81719208,88.9,92.25882721,92.472435,92.67985535,91.3,95.397837,93.25983429,95.710971,96.030896,93.81693268,94.01055145,94.40666,94.42655945,94.65380859,94.89356232,95.14402771,94.603279,95.66995239,95.94184875,94.463137,96.49455261,96.77210236
Guinea,GIN,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,1.5,,,,,,2.8,0.497716164,0.739768783,0.984152424,1.225243049,1.461581002,1.686424627,2.9,2.085811543,2.250604989,2.385447769,6.9
Guinea,GIN,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,6.429067135,7.474211216,8.518845558,9.560420036,10.59587669,11.62215614,12.636199,13.63494682,14.61533928,16.4,16.51034546,17.42796135,18.33323097,19.23221779,20.13098335,20.2,21.95210457,22.88658714,23.84358788,24.82161713,25.81767082,26.82874298,26.2,28.88393211,29.92204094,30.96315193,33.5
Guinea,GIN,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,40.70106506,42.25018692,43.7991333,45.34704971,46.89290619,48.43567276,49.97431183,51.50780106,53.03510666,53.8,56.06768036,57.57473755,59.07918167,60.58382797,62.09149551,63.8,65.12715149,66.66077423,68.20790863,69.76754761,71.33789825,72.91717529,74.2,76.09536743,77.6907196,79.28784943,82.2
Guinea-Bissau,GNB,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,,,,,,,,,,,,,,,,,2.817745803,,,,3.5,,,,4,,
Guinea-Bissau,GNB,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,0.01,0.265749454,0.541686714,1.192769289,1.837733626,2.473520517,3.097071171,3.705326319,4.295226574,4.863713264,5.409247398,5.936371803,6.451149464,6.959643364,7.467916489,7.982031822,14.5361991,9.052042007,9.618552208,4.7,6,11.43223,12.06482601,12.70643425,17.2,14.00467014,14.65579033
Guinea-Bissau,GNB,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,19.22040558,19.62983513,20.03909492,20.44732285,20.85348892,21.25656509,21.65551758,22.04931641,22.43693161,22.81733131,23.19012833,23.55749512,23.92225075,24.28720856,24.6551857,25.02899742,34.4004065,25.80539322,26.21284294,26.63279152,11.8,27.50303841,27.94976997,28.40185547,33.1,29.31495667,29.77269554
Guyana,GUY,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,60.99880363,61.91304305,62.82444883,61.698284,64.62620579,65.50883313,66.37413188,67.21827325,68.03718212,68.82757091,69.58702717,70.32136053,71.03801223,71.74418864,72.44449611,75.5,69.47067239,74.58564745,75.33687176,72.3,76.90056721,77.70715234,78.52581012,79.3535997,84,81.02419963,81.86135995
Guyana,GUY,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,68.21060181,68.88869476,69.56626892,72.376631,70.90919495,71.56842041,72.21540833,72.84710693,73.46044159,74.05236816,74.62134552,75.17190552,75.71012115,76.2420578,76.77376556,77.5,73.38258786,78.4282074,79.01815796,77.6,80.25813293,80.90215302,81.55818939,82.22323608,86.9,83.56835175,84.24290466
Guyana,GUY,Access to electricity (% of urban population with access),1.3_ACCESS.ELECTRICITY.URBAN,85.3769989,85.56494904,85.75272369,90.396341,86.12415314,86.30574799,86.48321533,86.65553284,86.8216629,86.98058319,87.13188934,87.27777863,87.42105103,87.56452179,87.71101379,81.6,82.41903503,88.19677734,88.38274384,90.9,88.79038239,89.00849152,89.23373413,89.46434021,94.4,89.93447113,90.17073059
Haiti,HTI,Access to electricity (% of rural population with access),1.2_ACCESS.ELECTRICITY.RURAL,10.28074516,10.06636194,9.827992482,10.10117277,10.36946376,3.9,10.8773006,11.13016264,11.36347854,11.57197931,5.2,10.43546,10.10086781,10.5,8.168840869,7.168559479,11.7,5.204674394,4.27649942,3.39620344,2.56873146,1.799754345,15.2,0.459422942,,,
Haiti,HTI,Access to electricity (% of total population),1.1_ACCESS.ELECTRICITY.TOT,28.00139809,28.4739666,28.94602776,29.41502762,29.87791061,31.3,30.77308464,31.1992569,31.60707664,31.99348068,33.7,31.542382,33.03467178,31.6,33.68727493,34.01931,33.9,34.72515488,35.10958099,35.51503754,35.93851852,36.37701416,37.9,37.28705597,37.75259018,38.22112656,38.69016647
